Disease Name,Bad Ingredients,Safe Nutrients,Bad Nutrients,Bad Nutrients Safe Limits (mg/g)
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat",Omega-3,"Calories, Alcohol, Cholesterol, Sugar","Calories: 800 kcal, Alcohol: 100 g, Cholesterol: 300 mg, Sugar: 36 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Vitamin C, Fiber, Magnesium","Sugar, Fat","Sugar: 36 g, Fat: 100 g"
Hypertension,"salt, pickles, canned soup, bacon","Vitamin C, Omega-3, Fiber",Cholesterol,Cholesterol: 300 mg
Obesity - Stage 1,"junk food, soda, sweets, fried items","Potassium, Antioxidants, Fiber",Alcohol,Alcohol: 100 g
Irritable Bowel Syndrome,"red meat, fried food, sugar",Omega-3,Calories,Calories: 800 kcal
Migraine,"red meat, fried food, sugar","Omega-3, Antioxidants, Magnesium","Sugar, Sodium, Alcohol","Sugar: 36 g, Sodium: 2300 mg, Alcohol: 100 g"
Sleep Apnea - Stage 3,"red meat, fried food, sugar",Vitamin C,"Sodium, Cholesterol","Sodium: 2300 mg, Cholesterol: 300 mg"
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat","Fiber, Omega-3, Vitamin C",Fat,Fat: 100 g
Fatty Liver Disease,"alcohol, fried foods, red meat","Fiber, Potassium",Saturated Fat,Saturated Fat: 20 g
Hyperlipidemia - Stage 3,"red meat, fried food, sugar","Omega-3, Fiber","Alcohol, Carbohydrates","Alcohol: 100 g, Carbohydrates: 100 g"
Atherosclerosis,"red meat, fried food, sugar",Omega-3,"Sodium, Cholesterol, Sugar, Saturated Fat","Sodium: 2300 mg, Cholesterol: 300 mg, Sugar: 36 g, Saturated Fat: 20 g"
Hyperlipidemia,"red meat, fried food, sugar","Vitamin C, Potassium, Antioxidants","Cholesterol, Sodium","Cholesterol: 300 mg, Sodium: 2300 mg"
Sleep Apnea,"red meat, fried food, sugar",Omega-3,"Carbohydrates, Caffeine, Alcohol, Sodium","Carbohydrates: 100 g, Caffeine: 100 mg, Alcohol: 100 g, Sodium: 2300 mg"
Sleep Apnea - Stage 2,"red meat, fried food, sugar","Potassium, Vitamin C",Cholesterol,Cholesterol: 300 mg
Migraine,"red meat, fried food, sugar","Antioxidants, Fiber, Omega-3","Carbohydrates, Caffeine","Carbohydrates: 100 g, Caffeine: 100 mg"
Hypertension - Stage 2,"salt, pickles, canned soup, bacon","Magnesium, Antioxidants",Sugar,Sugar: 36 g
Hypertension - Stage 1,"salt, pickles, canned soup, bacon","Fiber, Vitamin C, Omega-3","Calories, Saturated Fat, Caffeine, Cholesterol","Calories: 800 kcal, Saturated Fat: 20 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods",Magnesium,"Fat, Sugar, Carbohydrates, Calories","Fat: 100 g, Sugar: 36 g, Carbohydrates: 100 g, Calories: 800 kcal"
Atherosclerosis,"red meat, fried food, sugar","Antioxidants, Vitamin C, Potassium","Sodium, Fat","Sodium: 2300 mg, Fat: 100 g"
Sleep Apnea,"red meat, fried food, sugar","Omega-3, Fiber, Magnesium",Caffeine,Caffeine: 100 mg
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar","Omega-3, Magnesium, Fiber","Fat, Alcohol, Sugar","Fat: 100 g, Alcohol: 100 g, Sugar: 36 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets",Omega-3,"Saturated Fat, Alcohol, Carbohydrates, Sugar","Saturated Fat: 20 g, Alcohol: 100 g, Carbohydrates: 100 g, Sugar: 36 g"
GERD - Stage 3,"red meat, fried food, sugar","Vitamin C, Antioxidants, Omega-3",Caffeine,Caffeine: 100 mg
Coronary Artery Disease - Stage 2,"trans fats, red meat, sugary foods","Potassium, Vitamin C","Cholesterol, Calories, Sugar, Sodium","Cholesterol: 300 mg, Calories: 800 kcal, Sugar: 36 g, Sodium: 2300 mg"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods",Potassium,"Fat, Calories, Sodium, Saturated Fat","Fat: 100 g, Calories: 800 kcal, Sodium: 2300 mg, Saturated Fat: 20 g"
Hyperlipidemia - Stage 3,"red meat, fried food, sugar",Potassium,Sugar,Sugar: 36 g
Heart Failure,"trans fats, red meat, sugary foods","Potassium, Omega-3",Cholesterol,Cholesterol: 300 mg
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Potassium, Antioxidants","Sugar, Caffeine, Sodium, Fat","Sugar: 36 g, Caffeine: 100 mg, Sodium: 2300 mg, Fat: 100 g"
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets","Antioxidants, Omega-3","Caffeine, Fat, Alcohol, Sodium","Caffeine: 100 mg, Fat: 100 g, Alcohol: 100 g, Sodium: 2300 mg"
Hypothyroidism - Stage 1,"red meat, fried food, sugar","Omega-3, Antioxidants, Vitamin C",Alcohol,Alcohol: 100 g
Hyperlipidemia - Stage 1,"red meat, fried food, sugar","Potassium, Antioxidants, Vitamin C",Carbohydrates,Carbohydrates: 100 g
Hypothyroidism - Stage 1,"red meat, fried food, sugar",Fiber,"Alcohol, Caffeine, Cholesterol","Alcohol: 100 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Irritable Bowel Syndrome - Stage 1,"red meat, fried food, sugar",Antioxidants,"Alcohol, Carbohydrates, Sugar, Saturated Fat","Alcohol: 100 g, Carbohydrates: 100 g, Sugar: 36 g, Saturated Fat: 20 g"
Hypothyroidism - Stage 1,"red meat, fried food, sugar",Vitamin C,Cholesterol,Cholesterol: 300 mg
Gout - Stage 3,"mutton, chicken, alcohol, organ meats",Omega-3,"Saturated Fat, Alcohol, Fat","Saturated Fat: 20 g, Alcohol: 100 g, Fat: 100 g"
Sleep Apnea,"red meat, fried food, sugar","Magnesium, Fiber","Caffeine, Alcohol, Sugar, Calories","Caffeine: 100 mg, Alcohol: 100 g, Sugar: 36 g, Calories: 800 kcal"
Heart Failure,"trans fats, red meat, sugary foods",Omega-3,"Fat, Saturated Fat, Caffeine","Fat: 100 g, Saturated Fat: 20 g, Caffeine: 100 mg"
Liver Cirrhosis - Stage 3,"alcohol, fried foods, red meat","Fiber, Omega-3, Magnesium","Sodium, Saturated Fat, Cholesterol","Sodium: 2300 mg, Saturated Fat: 20 g, Cholesterol: 300 mg"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods","Magnesium, Antioxidants, Vitamin C","Carbohydrates, Alcohol","Carbohydrates: 100 g, Alcohol: 100 g"
Hyperlipidemia,"red meat, fried food, sugar","Antioxidants, Magnesium, Potassium","Caffeine, Calories","Caffeine: 100 mg, Calories: 800 kcal"
Gout - Stage 1,"mutton, chicken, alcohol, organ meats","Magnesium, Potassium, Vitamin C","Sodium, Alcohol, Saturated Fat, Sugar","Sodium: 2300 mg, Alcohol: 100 g, Saturated Fat: 20 g, Sugar: 36 g"
Hyperlipidemia,"red meat, fried food, sugar","Fiber, Antioxidants, Magnesium","Calories, Cholesterol, Saturated Fat","Calories: 800 kcal, Cholesterol: 300 mg, Saturated Fat: 20 g"
Hyperlipidemia,"red meat, fried food, sugar","Antioxidants, Potassium, Magnesium","Sodium, Caffeine, Alcohol","Sodium: 2300 mg, Caffeine: 100 mg, Alcohol: 100 g"
Prediabetes,"sugar, white rice, soda, sweets","Magnesium, Fiber, Antioxidants","Alcohol, Carbohydrates, Sugar, Cholesterol","Alcohol: 100 g, Carbohydrates: 100 g, Sugar: 36 g, Cholesterol: 300 mg"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Fiber, Potassium, Magnesium","Caffeine, Cholesterol","Caffeine: 100 mg, Cholesterol: 300 mg"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Magnesium, Antioxidants","Sugar, Fat, Calories, Sodium","Sugar: 36 g, Fat: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar",Potassium,"Alcohol, Sodium","Alcohol: 100 g, Sodium: 2300 mg"
Irritable Bowel Syndrome - Stage 2,"red meat, fried food, sugar",Fiber,"Sugar, Cholesterol, Carbohydrates, Caffeine","Sugar: 36 g, Cholesterol: 300 mg, Carbohydrates: 100 g, Caffeine: 100 mg"
Liver Cirrhosis - Stage 2,"alcohol, fried foods, red meat","Antioxidants, Vitamin C",Sodium,Sodium: 2300 mg
Heart Failure,"trans fats, red meat, sugary foods",Magnesium,"Caffeine, Sugar, Fat","Caffeine: 100 mg, Sugar: 36 g, Fat: 100 g"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods",Antioxidants,"Fat, Caffeine, Cholesterol","Fat: 100 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Hyperlipidemia,"red meat, fried food, sugar",Omega-3,"Caffeine, Saturated Fat, Calories, Sodium","Caffeine: 100 mg, Saturated Fat: 20 g, Calories: 800 kcal, Sodium: 2300 mg"
Hyperlipidemia,"red meat, fried food, sugar","Magnesium, Antioxidants","Sugar, Caffeine, Cholesterol","Sugar: 36 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat","Vitamin C, Antioxidants","Cholesterol, Saturated Fat, Sodium, Sugar","Cholesterol: 300 mg, Saturated Fat: 20 g, Sodium: 2300 mg, Sugar: 36 g"
Celiac Disease,"wheat, barley, rye",Antioxidants,"Sodium, Carbohydrates, Sugar, Calories","Sodium: 2300 mg, Carbohydrates: 100 g, Sugar: 36 g, Calories: 800 kcal"
Gout,"mutton, chicken, alcohol, organ meats","Fiber, Potassium",Cholesterol,Cholesterol: 300 mg
Hypothyroidism - Stage 1,"red meat, fried food, sugar","Vitamin C, Omega-3, Fiber","Saturated Fat, Caffeine, Calories, Sugar","Saturated Fat: 20 g, Caffeine: 100 mg, Calories: 800 kcal, Sugar: 36 g"
Hypertension - Stage 1,"salt, pickles, canned soup, bacon",Magnesium,Sodium,Sodium: 2300 mg
Obesity - Stage 2,"junk food, soda, sweets, fried items","Omega-3, Magnesium",Cholesterol,Cholesterol: 300 mg
Fatty Liver Disease,"alcohol, fried foods, red meat",Magnesium,"Caffeine, Sodium","Caffeine: 100 mg, Sodium: 2300 mg"
Hyperlipidemia,"red meat, fried food, sugar",Vitamin C,"Carbohydrates, Sugar","Carbohydrates: 100 g, Sugar: 36 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Vitamin C, Omega-3","Cholesterol, Fat","Cholesterol: 300 mg, Fat: 100 g"
Migraine - Stage 1,"red meat, fried food, sugar",Magnesium,"Alcohol, Sodium, Saturated Fat, Carbohydrates","Alcohol: 100 g, Sodium: 2300 mg, Saturated Fat: 20 g, Carbohydrates: 100 g"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Vitamin C, Magnesium","Sugar, Calories","Sugar: 36 g, Calories: 800 kcal"
Migraine - Stage 3,"red meat, fried food, sugar","Vitamin C, Potassium",Carbohydrates,Carbohydrates: 100 g
Liver Cirrhosis,"alcohol, fried foods, red meat","Fiber, Magnesium",Cholesterol,Cholesterol: 300 mg
Liver Cirrhosis - Stage 2,"alcohol, fried foods, red meat","Magnesium, Omega-3","Carbohydrates, Fat, Caffeine","Carbohydrates: 100 g, Fat: 100 g, Caffeine: 100 mg"
Hypertension,"salt, pickles, canned soup, bacon","Fiber, Potassium, Antioxidants",Sodium,Sodium: 2300 mg
Sleep Apnea,"red meat, fried food, sugar","Fiber, Omega-3, Potassium","Alcohol, Cholesterol","Alcohol: 100 g, Cholesterol: 300 mg"
Sleep Apnea,"red meat, fried food, sugar","Antioxidants, Omega-3","Alcohol, Saturated Fat","Alcohol: 100 g, Saturated Fat: 20 g"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Omega-3, Vitamin C, Antioxidants","Alcohol, Cholesterol","Alcohol: 100 g, Cholesterol: 300 mg"
Heart Failure,"trans fats, red meat, sugary foods","Magnesium, Antioxidants, Fiber","Fat, Alcohol, Caffeine, Sugar","Fat: 100 g, Alcohol: 100 g, Caffeine: 100 mg, Sugar: 36 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Vitamin C, Potassium, Magnesium","Fat, Saturated Fat, Sodium, Caffeine","Fat: 100 g, Saturated Fat: 20 g, Sodium: 2300 mg, Caffeine: 100 mg"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods",Fiber,"Saturated Fat, Carbohydrates, Fat, Calories","Saturated Fat: 20 g, Carbohydrates: 100 g, Fat: 100 g, Calories: 800 kcal"
Hypertension,"salt, pickles, canned soup, bacon",Vitamin C,"Cholesterol, Fat, Caffeine, Calories","Cholesterol: 300 mg, Fat: 100 g, Caffeine: 100 mg, Calories: 800 kcal"
Heart Failure,"trans fats, red meat, sugary foods",Omega-3,"Calories, Alcohol, Carbohydrates","Calories: 800 kcal, Alcohol: 100 g, Carbohydrates: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Antioxidants,"Sugar, Fat, Carbohydrates, Calories","Sugar: 36 g, Fat: 100 g, Carbohydrates: 100 g, Calories: 800 kcal"
Liver Cirrhosis,"alcohol, fried foods, red meat","Omega-3, Potassium, Vitamin C","Carbohydrates, Fat","Carbohydrates: 100 g, Fat: 100 g"
Hypothyroidism,"red meat, fried food, sugar","Magnesium, Omega-3","Caffeine, Fat, Cholesterol","Caffeine: 100 mg, Fat: 100 g, Cholesterol: 300 mg"
Migraine - Stage 3,"red meat, fried food, sugar","Magnesium, Antioxidants, Vitamin C","Alcohol, Cholesterol, Caffeine, Fat","Alcohol: 100 g, Cholesterol: 300 mg, Caffeine: 100 mg, Fat: 100 g"
Type 2 Diabetes,"sugar, white rice, soda, sweets","Omega-3, Magnesium, Antioxidants","Carbohydrates, Saturated Fat, Caffeine","Carbohydrates: 100 g, Saturated Fat: 20 g, Caffeine: 100 mg"
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat",Fiber,"Caffeine, Cholesterol","Caffeine: 100 mg, Cholesterol: 300 mg"
Liver Cirrhosis,"alcohol, fried foods, red meat","Antioxidants, Fiber","Carbohydrates, Saturated Fat, Caffeine, Fat","Carbohydrates: 100 g, Saturated Fat: 20 g, Caffeine: 100 mg, Fat: 100 g"
Atherosclerosis,"red meat, fried food, sugar","Antioxidants, Fiber, Magnesium","Alcohol, Fat, Saturated Fat, Caffeine","Alcohol: 100 g, Fat: 100 g, Saturated Fat: 20 g, Caffeine: 100 mg"
Celiac Disease - Stage 2,"wheat, barley, rye","Potassium, Antioxidants, Omega-3","Calories, Fat, Sodium","Calories: 800 kcal, Fat: 100 g, Sodium: 2300 mg"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Potassium, Fiber",Saturated Fat,Saturated Fat: 20 g
Atherosclerosis - Stage 1,"red meat, fried food, sugar",Vitamin C,"Cholesterol, Sugar, Saturated Fat, Carbohydrates","Cholesterol: 300 mg, Sugar: 36 g, Saturated Fat: 20 g, Carbohydrates: 100 g"
Metabolic Syndrome,"red meat, fried food, sugar",Antioxidants,Caffeine,Caffeine: 100 mg
Hyperlipidemia,"red meat, fried food, sugar","Omega-3, Vitamin C",Sugar,Sugar: 36 g
Metabolic Syndrome,"red meat, fried food, sugar",Fiber,Alcohol,Alcohol: 100 g
Hypertension - Stage 1,"salt, pickles, canned soup, bacon","Vitamin C, Fiber, Magnesium","Carbohydrates, Sodium, Fat, Cholesterol","Carbohydrates: 100 g, Sodium: 2300 mg, Fat: 100 g, Cholesterol: 300 mg"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Vitamin C, Potassium","Saturated Fat, Sodium","Saturated Fat: 20 g, Sodium: 2300 mg"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods",Potassium,Sugar,Sugar: 36 g
Migraine,"red meat, fried food, sugar","Vitamin C, Magnesium, Omega-3","Sugar, Alcohol","Sugar: 36 g, Alcohol: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Antioxidants, Omega-3, Fiber","Caffeine, Alcohol","Caffeine: 100 mg, Alcohol: 100 g"
Hypothyroidism - Stage 2,"red meat, fried food, sugar","Omega-3, Vitamin C","Sugar, Cholesterol, Fat, Caffeine","Sugar: 36 g, Cholesterol: 300 mg, Fat: 100 g, Caffeine: 100 mg"
GERD,"red meat, fried food, sugar","Omega-3, Potassium, Magnesium",Carbohydrates,Carbohydrates: 100 g
Celiac Disease,"wheat, barley, rye","Magnesium, Potassium","Cholesterol, Caffeine, Calories","Cholesterol: 300 mg, Caffeine: 100 mg, Calories: 800 kcal"
Obesity,"junk food, soda, sweets, fried items","Antioxidants, Vitamin C","Sugar, Sodium, Fat, Calories","Sugar: 36 g, Sodium: 2300 mg, Fat: 100 g, Calories: 800 kcal"
Hyperlipidemia,"red meat, fried food, sugar",Omega-3,"Caffeine, Sodium","Caffeine: 100 mg, Sodium: 2300 mg"
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat","Vitamin C, Potassium, Fiber","Calories, Alcohol, Sugar, Sodium","Calories: 800 kcal, Alcohol: 100 g, Sugar: 36 g, Sodium: 2300 mg"
Coronary Artery Disease - Stage 2,"trans fats, red meat, sugary foods","Vitamin C, Antioxidants, Magnesium","Saturated Fat, Caffeine, Alcohol, Cholesterol","Saturated Fat: 20 g, Caffeine: 100 mg, Alcohol: 100 g, Cholesterol: 300 mg"
Hyperlipidemia,"red meat, fried food, sugar",Antioxidants,"Fat, Saturated Fat, Cholesterol, Carbohydrates","Fat: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg, Carbohydrates: 100 g"
Hypertension,"salt, pickles, canned soup, bacon",Magnesium,"Alcohol, Calories, Sodium, Carbohydrates","Alcohol: 100 g, Calories: 800 kcal, Sodium: 2300 mg, Carbohydrates: 100 g"
Obesity - Stage 1,"junk food, soda, sweets, fried items","Vitamin C, Antioxidants, Magnesium","Cholesterol, Caffeine, Calories","Cholesterol: 300 mg, Caffeine: 100 mg, Calories: 800 kcal"
Migraine,"red meat, fried food, sugar","Omega-3, Vitamin C, Potassium",Carbohydrates,Carbohydrates: 100 g
Liver Cirrhosis,"alcohol, fried foods, red meat","Magnesium, Omega-3, Vitamin C","Calories, Saturated Fat, Fat, Alcohol","Calories: 800 kcal, Saturated Fat: 20 g, Fat: 100 g, Alcohol: 100 g"
Gout - Stage 3,"mutton, chicken, alcohol, organ meats",Magnesium,Carbohydrates,Carbohydrates: 100 g
Hypertension,"salt, pickles, canned soup, bacon","Fiber, Omega-3","Fat, Caffeine, Alcohol","Fat: 100 g, Caffeine: 100 mg, Alcohol: 100 g"
Fatty Liver Disease,"alcohol, fried foods, red meat","Potassium, Magnesium",Sugar,Sugar: 36 g
Hypertension - Stage 1,"salt, pickles, canned soup, bacon",Magnesium,Saturated Fat,Saturated Fat: 20 g
GERD,"red meat, fried food, sugar","Antioxidants, Potassium, Fiber","Caffeine, Sugar, Saturated Fat","Caffeine: 100 mg, Sugar: 36 g, Saturated Fat: 20 g"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Potassium, Fiber, Antioxidants","Saturated Fat, Sugar","Saturated Fat: 20 g, Sugar: 36 g"
Prediabetes - Stage 2,"sugar, white rice, soda, sweets","Antioxidants, Fiber",Alcohol,Alcohol: 100 g
Hyperlipidemia - Stage 1,"red meat, fried food, sugar",Fiber,Alcohol,Alcohol: 100 g
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Omega-3, Antioxidants","Cholesterol, Sugar, Saturated Fat","Cholesterol: 300 mg, Sugar: 36 g, Saturated Fat: 20 g"
Fatty Liver Disease,"alcohol, fried foods, red meat",Omega-3,"Alcohol, Carbohydrates","Alcohol: 100 g, Carbohydrates: 100 g"
Prediabetes,"sugar, white rice, soda, sweets","Antioxidants, Potassium, Magnesium",Sodium,Sodium: 2300 mg
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets",Omega-3,"Caffeine, Calories, Alcohol","Caffeine: 100 mg, Calories: 800 kcal, Alcohol: 100 g"
Celiac Disease,"wheat, barley, rye","Fiber, Magnesium, Vitamin C",Alcohol,Alcohol: 100 g
Heart Failure,"trans fats, red meat, sugary foods","Fiber, Vitamin C",Carbohydrates,Carbohydrates: 100 g
Hyperlipidemia,"red meat, fried food, sugar","Fiber, Omega-3, Antioxidants","Caffeine, Carbohydrates, Sodium, Fat","Caffeine: 100 mg, Carbohydrates: 100 g, Sodium: 2300 mg, Fat: 100 g"
Heart Failure,"trans fats, red meat, sugary foods","Vitamin C, Magnesium","Calories, Saturated Fat, Sodium, Sugar","Calories: 800 kcal, Saturated Fat: 20 g, Sodium: 2300 mg, Sugar: 36 g"
Prediabetes - Stage 1,"sugar, white rice, soda, sweets","Antioxidants, Fiber","Saturated Fat, Sugar, Fat, Caffeine","Saturated Fat: 20 g, Sugar: 36 g, Fat: 100 g, Caffeine: 100 mg"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Magnesium, Potassium, Omega-3",Saturated Fat,Saturated Fat: 20 g
Liver Cirrhosis - Stage 3,"alcohol, fried foods, red meat","Antioxidants, Magnesium, Omega-3","Saturated Fat, Alcohol","Saturated Fat: 20 g, Alcohol: 100 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Fiber, Omega-3",Alcohol,Alcohol: 100 g
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar","Magnesium, Vitamin C",Caffeine,Caffeine: 100 mg
Migraine,"red meat, fried food, sugar",Vitamin C,Sodium,Sodium: 2300 mg
Celiac Disease,"wheat, barley, rye","Potassium, Antioxidants","Sugar, Sodium, Fat","Sugar: 36 g, Sodium: 2300 mg, Fat: 100 g"
Prediabetes,"sugar, white rice, soda, sweets","Antioxidants, Potassium","Sodium, Caffeine","Sodium: 2300 mg, Caffeine: 100 mg"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets",Fiber,"Saturated Fat, Fat","Saturated Fat: 20 g, Fat: 100 g"
Obesity - Stage 1,"junk food, soda, sweets, fried items","Antioxidants, Potassium, Omega-3","Fat, Saturated Fat, Carbohydrates, Caffeine","Fat: 100 g, Saturated Fat: 20 g, Carbohydrates: 100 g, Caffeine: 100 mg"
Heart Failure - Stage 3,"trans fats, red meat, sugary foods","Magnesium, Potassium","Carbohydrates, Fat, Saturated Fat","Carbohydrates: 100 g, Fat: 100 g, Saturated Fat: 20 g"
Obesity - Stage 2,"junk food, soda, sweets, fried items",Vitamin C,Saturated Fat,Saturated Fat: 20 g
Liver Cirrhosis,"alcohol, fried foods, red meat","Magnesium, Vitamin C","Calories, Carbohydrates, Caffeine","Calories: 800 kcal, Carbohydrates: 100 g, Caffeine: 100 mg"
Type 2 Diabetes - Stage 3,"sugar, white rice, soda, sweets","Fiber, Vitamin C, Antioxidants","Sugar, Cholesterol, Caffeine","Sugar: 36 g, Cholesterol: 300 mg, Caffeine: 100 mg"
Metabolic Syndrome,"red meat, fried food, sugar","Magnesium, Omega-3, Potassium",Cholesterol,Cholesterol: 300 mg
Gout - Stage 3,"mutton, chicken, alcohol, organ meats","Potassium, Omega-3, Antioxidants","Cholesterol, Calories, Sodium","Cholesterol: 300 mg, Calories: 800 kcal, Sodium: 2300 mg"
Heart Failure - Stage 3,"trans fats, red meat, sugary foods",Omega-3,"Alcohol, Caffeine, Cholesterol","Alcohol: 100 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Hypertension,"salt, pickles, canned soup, bacon",Magnesium,"Carbohydrates, Alcohol","Carbohydrates: 100 g, Alcohol: 100 g"
Hypothyroidism,"red meat, fried food, sugar","Vitamin C, Magnesium, Potassium",Sodium,Sodium: 2300 mg
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat","Vitamin C, Omega-3",Caffeine,Caffeine: 100 mg
Hypertension - Stage 2,"salt, pickles, canned soup, bacon",Antioxidants,Carbohydrates,Carbohydrates: 100 g
Coronary Artery Disease,"trans fats, red meat, sugary foods",Antioxidants,Calories,Calories: 800 kcal
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat","Fiber, Potassium","Carbohydrates, Calories","Carbohydrates: 100 g, Calories: 800 kcal"
Hypertension,"salt, pickles, canned soup, bacon","Magnesium, Antioxidants",Saturated Fat,Saturated Fat: 20 g
Hypothyroidism,"red meat, fried food, sugar","Fiber, Vitamin C",Fat,Fat: 100 g
Hypertension,"salt, pickles, canned soup, bacon",Vitamin C,Calories,Calories: 800 kcal
Heart Failure,"trans fats, red meat, sugary foods",Vitamin C,Saturated Fat,Saturated Fat: 20 g
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Fiber, Antioxidants, Vitamin C","Alcohol, Fat, Saturated Fat","Alcohol: 100 g, Fat: 100 g, Saturated Fat: 20 g"
GERD - Stage 3,"red meat, fried food, sugar",Omega-3,Carbohydrates,Carbohydrates: 100 g
Fatty Liver Disease - Stage 3,"alcohol, fried foods, red meat","Potassium, Magnesium, Omega-3","Cholesterol, Calories, Sodium","Cholesterol: 300 mg, Calories: 800 kcal, Sodium: 2300 mg"
Hypothyroidism,"red meat, fried food, sugar","Potassium, Omega-3, Antioxidants","Sodium, Fat, Calories, Caffeine","Sodium: 2300 mg, Fat: 100 g, Calories: 800 kcal, Caffeine: 100 mg"
Hypertension,"salt, pickles, canned soup, bacon","Fiber, Vitamin C",Alcohol,Alcohol: 100 g
Atherosclerosis,"red meat, fried food, sugar","Fiber, Antioxidants",Alcohol,Alcohol: 100 g
Atherosclerosis - Stage 2,"red meat, fried food, sugar","Vitamin C, Fiber","Fat, Saturated Fat","Fat: 100 g, Saturated Fat: 20 g"
Prediabetes - Stage 1,"sugar, white rice, soda, sweets",Fiber,"Alcohol, Carbohydrates","Alcohol: 100 g, Carbohydrates: 100 g"
Celiac Disease,"wheat, barley, rye","Fiber, Potassium","Fat, Calories","Fat: 100 g, Calories: 800 kcal"
Coronary Artery Disease - Stage 2,"trans fats, red meat, sugary foods","Vitamin C, Fiber","Carbohydrates, Saturated Fat, Cholesterol","Carbohydrates: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg"
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Fiber, Antioxidants",Fat,Fat: 100 g
Hyperlipidemia,"red meat, fried food, sugar","Potassium, Magnesium","Cholesterol, Calories","Cholesterol: 300 mg, Calories: 800 kcal"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Vitamin C, Magnesium","Sodium, Calories, Caffeine, Cholesterol","Sodium: 2300 mg, Calories: 800 kcal, Caffeine: 100 mg, Cholesterol: 300 mg"
Metabolic Syndrome - Stage 2,"red meat, fried food, sugar","Magnesium, Omega-3, Fiber","Cholesterol, Caffeine","Cholesterol: 300 mg, Caffeine: 100 mg"
Obesity - Stage 1,"junk food, soda, sweets, fried items","Omega-3, Antioxidants, Vitamin C","Calories, Sugar, Alcohol","Calories: 800 kcal, Sugar: 36 g, Alcohol: 100 g"
Obesity - Stage 1,"junk food, soda, sweets, fried items",Vitamin C,"Cholesterol, Sodium, Fat","Cholesterol: 300 mg, Sodium: 2300 mg, Fat: 100 g"
Hyperlipidemia,"red meat, fried food, sugar",Omega-3,"Sodium, Sugar, Cholesterol, Alcohol","Sodium: 2300 mg, Sugar: 36 g, Cholesterol: 300 mg, Alcohol: 100 g"
Coronary Artery Disease - Stage 1,"trans fats, red meat, sugary foods","Antioxidants, Omega-3","Sodium, Sugar, Calories, Alcohol","Sodium: 2300 mg, Sugar: 36 g, Calories: 800 kcal, Alcohol: 100 g"
Gout - Stage 1,"mutton, chicken, alcohol, organ meats",Vitamin C,"Cholesterol, Caffeine, Carbohydrates, Sodium","Cholesterol: 300 mg, Caffeine: 100 mg, Carbohydrates: 100 g, Sodium: 2300 mg"
